dataPointIndex,height,time,physics_time,physics_value,physics_speed,physics_acceleration,cusum_currentValue,cusum_windowAverage,cusum_windowStDev,cusum_peakResult,cusum_positiveSum,cusum_negativeSum
257,404.130,1723711982.000,1723711982.000,404.130,0.020,0.725,0.020,0.121,0.511,0,0.000,0.000
258,404.183,1723711982.200,1723711982.200,404.183,0.265,1.225,0.265,0.124,0.510,0,0.000,0.000
259,404.148,1723711982.400,1723711982.400,404.148,-0.175,-2.200,-0.175,0.115,0.505,0,0.000,0.000
260,404.115,1723711982.600,1723711982.600,404.115,-0.165,0.050,-0.165,0.089,0.500,0,0.000,0.000
261,403.957,1723711982.800,1723711982.800,403.957,-0.790,-3.125,-0.790,0.078,0.502,0,0.000,0.567
262,403.834,1723711983.000,1723711983.000,403.834,-0.615,0.875,-0.615,0.063,0.520,0,0.000,0.933
263,403.894,1723711983.200,1723711983.200,403.894,0.300,4.575,0.300,0.034,0.533,0,0.000,0.348
264,403.964,1723711983.400,1723711983.400,403.964,0.350,0.250,0.350,0.015,0.513,0,0.027,0.000
265,403.982,1723711983.600,1723711983.600,403.982,0.090,-1.300,0.090,0.041,0.509,0,0.000,0.000
266,403.992,1723711983.800,1723711983.800,403.992,0.050,-0.200,0.050,0.052,0.507,0,0.000,0.000
267,404.052,1723711984.000,1723711984.000,404.052,0.300,1.250,0.300,0.048,0.506,0,0.000,0.000
268,404.106,1723711984.200,1723711984.200,404.106,0.270,-0.150,0.270,0.036,0.497,0,0.000,0.000
269,404.247,1723711984.400,1723711984.400,404.247,0.705,2.175,0.705,-0.007,0.410,0,0.466,0.000
270,404.328,1723711984.600,1723711984.600,404.328,0.405,-1.500,0.405,0.000,0.421,0,0.618,0.000
271,404.248,1723711984.800,1723711984.800,404.248,-0.400,-4.025,-0.400,-0.016,0.394,0,0.000,0.147
272,404.212,1723711985.000,1723711985.000,404.212,-0.180,1.100,-0.180,-0.032,0.399,0,0.000,0.056
273,404.329,1723711985.200,1723711985.200,404.329,0.585,3.825,0.585,-0.026,0.396,0,0.373,0.000
274,404.444,1723711985.400,1723711985.400,404.444,0.575,-0.050,0.575,0.024,0.376,0,0.699,0.000
275,404.508,1723711985.600,1723711985.600,404.508,0.320,-1.275,0.320,0.060,0.375,0,0.734,0.000
276,404.415,1723711985.800,1723711985.800,404.415,-0.465,-3.925,-0.465,0.081,0.371,0,0.000,0.324
277,404.315,1723711986.000,1723711986.000,404.315,-0.500,-0.175,-0.500,0.074,0.379,0,0.000,0.670
278,404.194,1723711986.200,1723711986.200,404.194,-0.605,-0.525,-0.605,0.042,0.386,0,0.000,1.086
279,404.349,1723711986.400,1723711986.400,404.349,0.775,6.900,0.775,0.023,0.403,0,0.510,0.093
280,404.584,1723711986.600,1723711986.600,404.584,1.175,2.000,1.175,0.043,0.424,0,1.388,0.000
281,404.588,1723711986.800,1723711986.800,404.588,0.020,-5.775,0.020,0.083,0.470,0,1.043,0.000
282,404.526,1723711987.000,1723711987.000,404.526,-0.310,-1.650,-0.310,0.103,0.453,0,0.358,0.141
283,404.492,1723711987.200,1723711987.200,404.492,-0.170,0.700,-0.170,0.070,0.447,0,0.000,0.113
284,404.379,1723711987.400,1723711987.400,404.379,-0.565,-1.975,-0.565,0.063,0.449,0,0.000,0.472
285,404.279,1723711987.600,1723711987.600,404.279,-0.500,0.325,-0.500,0.036,0.461,0,0.000,0.731
286,404.336,1723711987.800,1723711987.800,404.336,0.285,3.925,0.285,0.021,0.471,0,0.000,0.185
287,404.413,1723711988.000,1723711988.000,404.413,0.385,0.500,0.385,0.035,0.473,0,0.066,0.000
288,404.474,1723711988.200,1723711988.200,404.474,0.305,-0.400,0.305,0.047,0.477,0,0.038,0.000
289,404.473,1723711988.400,1723711988.400,404.473,-0.005,-1.550,-0.005,0.048,0.477,0,0.000,0.000
290,404.486,1723711988.600,1723711988.600,404.486,0.065,0.350,0.065,0.054,0.476,0,0.000,0.000
291,404.579,1723711988.800,1723711988.800,404.579,0.465,2.000,0.465,0.062,0.474,0,0.119,0.000
292,404.616,1723711989.000,1723711989.000,404.616,0.185,-1.400,0.185,0.104,0.452,0,0.000,0.000
293,404.465,1723711989.200,1723711989.200,404.465,-0.755,-4.700,-0.755,0.130,0.432,0,0.000,0.626
294,404.685,1723711989.400,1723711989.400,404.685,1.100,9.275,1.100,0.095,0.459,0,0.730,0.000
295,404.736,1723711989.600,1723711989.600,404.736,0.255,-4.225,0.255,0.120,0.491,0,0.570,0.000
296,404.713,1723711989.800,1723711989.800,404.713,-0.115,-1.850,-0.115,0.126,0.492,0,0.034,0.000
297,404.782,1723711990.000,1723711990.000,404.782,0.345,2.300,0.345,0.120,0.493,0,0.000,0.000
298,404.763,1723711990.200,1723711990.200,404.763,-0.095,-2.200,-0.095,0.122,0.494,0,0.000,0.000
299,404.757,1723711990.400,1723711990.400,404.757,-0.030,0.325,-0.030,0.109,0.495,0,0.000,0.000
300,404.791,1723711990.600,1723711990.600,404.791,0.170,1.000,0.170,0.085,0.483,0,0.000,0.000
301,404.868,1723711990.800,1723711990.800,404.868,0.385,1.075,0.385,0.077,0.479,0,0.020,0.000
302,404.937,1723711991.000,1723711991.000,404.937,0.345,-0.200,0.345,0.103,0.474,0,0.000,0.000
303,404.954,1723711991.200,1723711991.200,404.954,0.085,-1.300,0.085,0.121,0.473,0,0.000,0.000
304,404.999,1723711991.400,1723711991.400,404.999,0.225,0.700,0.225,0.104,0.465,0,0.000,0.000
305,405.087,1723711991.600,1723711991.600,405.087,0.440,1.075,0.440,0.093,0.457,0,0.073,0.000
306,405.072,1723711991.800,1723711991.800,405.072,-0.075,-2.575,-0.075,0.097,0.460,0,0.000,0.000
307,405.103,1723711992.000,1723711992.000,405.103,0.155,1.150,0.155,0.109,0.449,0,0.000,0.000
308,405.134,1723711992.200,1723711992.200,405.134,0.155,0.000,0.155,0.131,0.435,0,0.000,0.000
309,405.265,1723711992.400,1723711992.400,405.265,0.655,2.500,0.655,0.157,0.413,0,0.251,0.000
310,405.405,1723711992.600,1723711992.600,405.405,0.700,0.225,0.700,0.153,0.407,0,0.554,0.000
311,405.409,1723711992.800,1723711992.800,405.409,0.020,-3.400,0.020,0.137,0.375,0,0.212,0.000
312,405.303,1723711993.000,1723711993.000,405.303,-0.530,-2.750,-0.530,0.137,0.375,0,0.000,0.442
313,405.273,1723711993.200,1723711993.200,405.273,-0.150,1.900,-0.150,0.129,0.386,0,0.000,0.490
314,405.209,1723711993.400,1723711993.400,405.209,-0.320,-0.850,-0.320,0.130,0.385,0,0.000,0.709
315,405.159,1723711993.600,1723711993.600,405.159,-0.250,0.350,-0.250,0.138,0.373,0,0.000,0.874
316,405.127,1723711993.800,1723711993.800,405.127,-0.160,0.450,-0.160,0.147,0.361,0,0.000,0.964
317,405.045,1723711994.000,1723711994.000,405.045,-0.410,-1.250,-0.410,0.132,0.364,0,0.000,1.287
318,404.963,1723711994.200,1723711994.200,404.963,-0.410,0.000,-0.410,0.105,0.373,0,0.000,1.579
319,404.920,1723711994.400,1723711994.400,404.920,-0.215,0.975,-0.215,0.082,0.383,0,0.000,1.645
320,404.958,1723711994.600,1723711994.600,404.958,0.190,2.025,0.190,0.075,0.386,0,0.000,1.298
321,405.033,1723711994.800,1723711994.800,405.033,0.375,0.925,0.375,0.079,0.387,0,0.064,0.770
322,404.900,1723711995.000,1723711995.000,404.900,-0.665,-5.200,-0.665,0.076,0.384,0,0.000,1.280
323,404.973,1723711995.200,1723711995.200,404.973,0.365,5.150,0.365,0.047,0.406,0,0.074,0.719
324,404.975,1723711995.400,1723711995.400,404.975,0.010,-1.775,0.010,0.085,0.381,0,0.000,0.565
325,405.109,1723711995.600,1723711995.600,405.109,0.670,3.300,0.670,0.048,0.331,0,0.423,0.000
326,405.039,1723711995.800,1723711995.800,405.039,-0.350,-5.100,-0.350,0.062,0.348,0,0.000,0.204
327,405.115,1723711996.000,1723711996.000,405.115,0.380,3.650,0.380,0.054,0.354,0,0.113,0.000
328,405.322,1723711996.200,1723711996.200,405.322,1.035,3.275,1.035,0.056,0.355,0,0.880,0.000
329,405.463,1723711996.400,1723711996.400,405.463,0.705,-1.650,0.705,0.093,0.395,0,1.255,0.000
330,405.667,1723711996.600,1723711996.600,405.667,1.020,1.575,1.020,0.118,0.409,0,1.912,0.000
331,405.815,1723711996.800,1723711996.800,405.815,0.740,-1.400,0.740,0.146,0.440,0,2.242,0.000
332,405.981,1723711997.000,1723711997.000,405.981,0.830,0.450,0.830,0.158,0.451,0,2.643,0.000
333,406.041,1723711997.200,1723711997.200,406.041,0.300,-2.650,0.300,0.174,0.466,0,2.490,0.000
334,406.184,1723711997.400,1723711997.400,406.184,0.715,2.075,0.715,0.181,0.466,0,2.744,0.000
335,406.271,1723711997.600,1723711997.600,406.271,0.435,-1.400,0.435,0.198,0.476,0,2.696,0.000
336,406.307,1723711997.800,1723711997.800,406.307,0.180,-1.275,0.180,0.197,0.476,0,2.394,0.000
337,406.394,1723711998.000,1723711998.000,406.394,0.435,1.275,0.435,0.206,0.473,0,2.339,0.000
338,406.559,1723711998.200,1723711998.200,406.559,0.825,1.950,0.825,0.215,0.475,0,2.664,0.000
339,406.524,1723711998.400,1723711998.400,406.524,-0.175,-5.000,-0.175,0.238,0.487,0,1.960,0.120
340,406.566,1723711998.600,1723711998.600,406.566,0.210,1.925,0.210,0.210,0.486,0,1.668,0.000
341,406.641,1723711998.800,1723711998.800,406.641,0.375,0.825,0.375,0.194,0.477,0,1.563,0.000
342,406.707,1723711999.000,1723711999.000,406.707,0.330,-0.225,0.330,0.205,0.477,0,1.402,0.000
343,406.655,1723711999.200,1723711999.200,406.655,-0.260,-2.950,-0.260,0.234,0.458,0,0.633,0.219
344,406.672,1723711999.400,1723711999.400,406.672,0.085,1.725,0.085,0.230,0.461,0,0.211,0.088
345,406.836,1723711999.600,1723711999.600,406.836,0.820,3.675,0.820,0.244,0.451,0,0.517,0.000
346,406.896,1723711999.800,1723711999.800,406.896,0.300,-2.600,0.300,0.280,0.452,0,0.266,0.000
347,406.907,1723712000.000,1723712000.000,406.907,0.055,-1.225,0.055,0.295,0.445,0,0.000,0.000
348,406.900,1723712000.200,1723712000.200,406.900,-0.035,-0.450,-0.035,0.310,0.428,0,0.000,0.089
349,406.966,1723712000.400,1723712000.400,406.966,0.330,1.825,0.330,0.323,0.412,0,0.000,0.000
350,407.023,1723712000.600,1723712000.600,407.023,0.285,-0.225,0.285,0.341,0.400,0,0.000,0.000
351,407.014,1723712000.800,1723712000.800,407.014,-0.045,-1.650,-0.045,0.344,0.399,0,0.000,0.150
352,407.016,1723712001.000,1723712001.000,407.016,0.010,0.275,0.010,0.330,0.405,0,0.000,0.227
353,407.068,1723712001.200,1723712001.200,407.068,0.260,1.250,0.260,0.353,0.366,0,0.000,0.100
354,407.026,1723712001.400,1723712001.400,407.026,-0.210,-2.350,-0.210,0.349,0.366,0,0.000,0.440
355,407.055,1723712001.600,1723712001.600,407.055,0.145,1.775,0.145,0.342,0.375,0,0.000,0.412
356,407.104,1723712001.800,1723712001.800,407.104,0.245,0.500,0.245,0.324,0.371,0,0.000,0.268
357,407.103,1723712002.000,1723712002.000,407.103,-0.005,-1.250,-0.005,0.344,0.350,0,0.000,0.407
358,407.118,1723712002.200,1723712002.200,407.118,0.075,0.400,0.075,0.331,0.356,0,0.000,0.450
359,407.226,1723712002.400,1723712002.400,407.226,0.540,2.325,0.540,0.299,0.333,0,0.041,0.009
360,407.180,1723712002.600,1723712002.600,407.180,-0.230,-3.850,-0.230,0.294,0.328,0,0.000,0.336
361,407.241,1723712002.800,1723712002.800,407.241,0.305,2.675,0.305,0.252,0.312,0,0.000,0.096
362,407.347,1723712003.000,1723712003.000,407.347,0.530,1.125,0.530,0.238,0.299,0,0.113,0.000
363,407.407,1723712003.200,1723712003.200,407.407,0.300,-1.150,0.300,0.228,0.284,0,0.015,0.000
364,407.508,1723712003.400,1723712003.400,407.508,0.505,1.025,0.505,0.228,0.284,0,0.122,0.000
365,407.530,1723712003.600,1723712003.600,407.530,0.110,-1.975,0.110,0.221,0.274,0,0.000,0.000
366,407.523,1723712003.800,1723712003.800,407.523,-0.035,-0.725,-0.035,0.210,0.272,0,0.000,0.082
367,407.599,1723712004.000,1723712004.000,407.599,0.380,2.075,0.380,0.203,0.275,0,0.012,0.000
368,407.544,1723712004.200,1723712004.200,407.544,-0.275,-3.275,-0.275,0.201,0.274,0,0.000,0.312
369,407.586,1723712004.400,1723712004.400,407.586,0.210,2.425,0.210,0.164,0.261,0,0.000,0.109
370,407.633,1723712004.600,1723712004.600,407.633,0.235,0.125,0.235,0.177,0.253,0,0.000,0.000
371,407.595,1723712004.800,1723712004.800,407.595,-0.190,-2.125,-0.190,0.178,0.254,0,0.000,0.216
372,407.599,1723712005.000,1723712005.000,407.599,0.020,1.050,0.020,0.159,0.259,0,0.000,0.199
373,407.646,1723712005.200,1723712005.200,407.646,0.235,1.075,0.235,0.149,0.258,0,0.000,0.000
374,407.658,1723712005.400,1723712005.400,407.658,0.060,-0.875,0.060,0.165,0.247,0,0.000,0.000
375,407.628,1723712005.600,1723712005.600,407.628,-0.150,-1.050,-0.150,0.164,0.248,0,0.000,0.166
376,407.692,1723712005.800,1723712005.800,407.692,0.320,2.350,0.320,0.132,0.222,0,0.055,0.000
377,407.687,1723712006.000,1723712006.000,407.687,-0.025,-1.725,-0.025,0.133,0.222,0,0.000,0.024
378,407.696,1723712006.200,1723712006.200,407.696,0.045,0.350,0.045,0.130,0.224,0,0.000,0.000
379,407.701,1723712006.400,1723712006.400,407.701,0.025,-0.100,0.025,0.133,0.222,0,0.000,0.000
380,407.625,1723712006.600,1723712006.600,407.625,-0.380,-2.025,-0.380,0.123,0.220,0,0.000,0.371
381,407.583,1723712006.800,1723712006.800,407.583,-0.210,0.850,-0.210,0.100,0.235,0,0.000,0.540
382,407.535,1723712007.000,1723712007.000,407.535,-0.240,-0.150,-0.240,0.095,0.241,0,0.000,0.730
383,407.456,1723712007.200,1723712007.200,407.456,-0.395,-0.775,-0.395,0.087,0.248,0,0.000,1.063
384,407.436,1723712007.400,1723712007.400,407.436,-0.100,1.475,-0.100,0.065,0.260,0,0.000,1.072
385,407.415,1723712007.600,1723712007.600,407.415,-0.105,-0.025,-0.105,0.068,0.257,0,0.000,1.091
386,407.285,1723712007.800,1723712007.800,407.285,-0.650,-2.725,-0.650,0.060,0.258,0,0.000,1.646
387,407.246,1723712008.000,1723712008.000,407.246,-0.195,2.275,-0.195,0.030,0.285,0,0.000,1.700
388,407.172,1723712008.200,1723712008.200,407.172,-0.370,-0.875,-0.370,0.024,0.288,0,0.000,1.921
389,407.134,1723712008.400,1723712008.400,407.134,-0.190,0.900,-0.190,0.009,0.297,0,0.000,1.942
390,407.029,1723712008.600,1723712008.600,407.029,-0.525,-1.675,-0.525,-0.015,0.282,0,0.000,2.283
391,406.918,1723712008.800,1723712008.800,406.918,-0.555,-0.150,-0.555,-0.025,0.294,0,0.000,2.636
392,406.860,1723712009.000,1723712009.000,406.860,-0.290,1.325,-0.290,-0.054,0.302,0,0.000,2.691
393,406.762,1723712009.200,1723712009.200,406.762,-0.490,-1.000,-0.490,-0.081,0.284,0,0.000,2.929
394,406.648,1723712009.400,1723712009.400,406.648,-0.570,-0.400,-0.570,-0.107,0.285,0,0.000,3.221
395,406.503,1723712009.600,1723712009.600,406.503,-0.725,-0.775,-0.725,-0.143,0.273,0,0.000,3.639
396,406.375,1723712009.800,1723712009.800,406.375,-0.640,0.425,-0.640,-0.171,0.288,0,0.000,3.936
397,406.219,1723712010.000,1723712010.000,406.219,-0.780,-0.700,-0.780,-0.191,0.298,0,0.000,4.345
398,406.120,1723712010.200,1723712010.200,406.120,-0.495,1.425,-0.495,-0.230,0.297,0,0.000,4.432
399,405.958,1723712010.400,1723712010.400,405.958,-0.810,-1.575,-0.810,-0.237,0.301,-1,0.000,4.824
400,405.738,1723712010.600,1723712010.600,405.738,-1.100,-1.450,-1.100,-0.271,0.306,-1,0.000,5.470
401,405.502,1723712010.800,1723712010.800,405.502,-1.180,-0.400,-1.180,-0.316,0.325,-1,0.000,6.139
402,405.321,1723712011.000,1723712011.000,405.321,-0.905,1.375,-0.905,-0.349,0.359,-1,0.000,6.479
403,405.124,1723712011.200,1723712011.200,405.124,-0.985,-0.400,-0.985,-0.380,0.366,-1,0.000,6.865
404,405.012,1723712011.400,1723712011.400,405.012,-0.560,2.125,-0.560,-0.420,0.363,-1,0.000,6.787
405,404.885,1723712011.600,1723712011.600,404.885,-0.635,-0.375,-0.635,-0.441,0.353,-1,0.000,6.769
406,404.775,1723712011.800,1723712011.800,404.775,-0.550,0.425,-0.550,-0.457,0.350,-1,0.000,6.652
407,404.595,1723712012.000,1723712012.000,404.595,-0.900,-1.750,-0.900,-0.486,0.319,-1,0.000,6.874
408,404.472,1723712012.200,1723712012.200,404.472,-0.615,1.425,-0.615,-0.515,0.316,-1,0.000,6.784
409,404.249,1723712012.400,1723712012.400,404.249,-1.115,-2.500,-1.115,-0.537,0.298,-1,0.000,7.183
410,404.084,1723712012.600,1723712012.600,404.084,-0.825,1.450,-0.825,-0.575,0.297,-1,0.000,7.254
411,403.985,1723712012.800,1723712012.800,403.985,-0.495,1.650,-0.495,-0.590,0.298,-1,0.000,6.980
412,403.855,1723712013.000,1723712013.000,403.855,-0.650,-0.775,-0.650,-0.600,0.290,-1,0.000,6.857
413,403.655,1723712013.200,1723712013.200,403.655,-1.000,-1.750,-1.000,-0.613,0.282,-1,0.000,7.074
414,403.529,1723712013.400,1723712013.400,403.529,-0.630,1.850,-0.630,-0.634,0.288,-1,0.000,6.898
415,403.485,1723712013.600,1723712013.600,403.485,-0.220,2.050,-0.220,-0.651,0.270,-1,0.269,6.305
416,403.547,1723712013.800,1723712013.800,403.547,0.310,2.650,0.310,-0.655,0.263,-1,1.076,5.182
417,403.489,1723712014.000,1723712014.000,403.489,-0.290,-3.000,-0.290,-0.623,0.315,0,1.220,4.660
418,403.499,1723712014.200,1723712014.200,403.499,0.050,1.700,0.050,-0.626,0.311,0,1.710,3.797
419,403.433,1723712014.400,1723712014.400,403.433,-0.330,-1.900,-0.330,-0.612,0.331,0,1.793,3.316
420,403.304,1723712014.600,1723712014.600,403.304,-0.645,-1.575,-0.645,-0.617,0.326,0,1.569,3.148
421,403.201,1723712014.800,1723712014.800,403.201,-0.515,0.650,-0.515,-0.621,0.326,0,1.480,2.847
422,403.182,1723712015.000,1723712015.000,403.182,-0.095,2.100,-0.095,-0.619,0.326,0,1.809,2.127
423,403.126,1723712015.200,1723712015.200,403.126,-0.280,-0.925,-0.280,-0.613,0.334,0,1.941,1.593
424,402.988,1723712015.400,1723712015.400,402.988,-0.690,-2.050,-0.690,-0.606,0.339,0,1.654,1.474
425,402.853,1723712015.600,1723712015.600,402.853,-0.675,0.075,-0.675,-0.610,0.339,0,1.385,1.335
426,402.775,1723712015.800,1723712015.800,402.775,-0.390,1.425,-0.390,-0.608,0.339,0,1.400,0.914
427,402.727,1723712016.000,1723712016.000,402.727,-0.240,0.750,-0.240,-0.600,0.341,0,1.555,0.349
428,402.586,1723712016.200,1723712016.200,402.586,-0.705,-2.325,-0.705,-0.582,0.345,0,1.225,0.265
429,402.491,1723712016.400,1723712016.400,402.491,-0.475,1.150,-0.475,-0.589,0.346,0,1.132,0.000
430,402.520,1723712016.600,1723712016.600,402.520,0.145,3.100,0.145,-0.578,0.344,0,1.648,0.000
431,402.488,1723712016.800,1723712016.800,402.488,-0.160,-1.525,-0.160,-0.536,0.353,0,1.813,0.000
432,402.373,1723712017.000,1723712017.000,402.373,-0.575,-2.075,-0.575,-0.502,0.338,0,1.537,0.000
433,402.271,1723712017.200,1723712017.200,402.271,-0.510,0.325,-0.510,-0.491,0.330,0,1.320,0.000
434,402.246,1723712017.400,1723712017.400,402.246,-0.125,1.925,-0.125,-0.476,0.317,0,1.480,0.000
435,402.254,1723712017.600,1723712017.600,402.254,0.040,0.825,0.040,-0.461,0.323,0,1.788,0.000
436,402.182,1723712017.800,1723712017.800,402.182,-0.360,-2.000,-0.360,-0.438,0.334,0,1.666,0.000
437,402.131,1723712018.000,1723712018.000,402.131,-0.255,0.525,-0.255,-0.432,0.333,0,1.643,0.000
438,401.956,1723712018.200,1723712018.200,401.956,-0.875,-3.100,-0.875,-0.411,0.323,0,0.985,0.271
439,401.805,1723712018.400,1723712018.400,401.805,-0.755,0.600,-0.755,-0.419,0.332,0,0.450,0.407
440,401.656,1723712018.600,1723712018.600,401.656,-0.745,0.050,-0.745,-0.407,0.312,0,0.000,0.558
441,401.607,1723712018.800,1723712018.800,401.607,-0.245,2.500,-0.245,-0.405,0.309,0,0.000,0.212
442,401.518,1723712019.000,1723712019.000,401.518,-0.445,-1.000,-0.445,-0.396,0.310,0,0.000,0.075
443,401.490,1723712019.200,1723712019.200,401.490,-0.140,1.525,-0.140,-0.390,0.306,0,0.066,0.000
444,401.498,1723712019.400,1723712019.400,401.498,0.040,0.900,0.040,-0.361,0.288,0,0.294,0.000
445,401.378,1723712019.600,1723712019.600,401.378,-0.600,-3.200,-0.600,-0.339,0.292,0,0.000,0.086
446,401.346,1723712019.800,1723712019.800,401.346,-0.160,2.200,-0.160,-0.351,0.295,0,0.014,0.000
447,401.256,1723712020.000,1723712020.000,401.256,-0.450,-1.450,-0.450,-0.367,0.271,0,0.000,0.000
448,401.184,1723712020.200,1723712020.200,401.184,-0.360,0.450,-0.360,-0.372,0.271,0,0.000,0.000
449,401.201,1723712020.400,1723712020.400,401.201,0.085,2.225,0.085,-0.386,0.259,0,0.315,0.000
450,401.163,1723712020.600,1723712020.600,401.163,-0.190,-1.375,-0.190,-0.372,0.272,0,0.334,0.000
451,401.102,1723712020.800,1723712020.800,401.102,-0.305,-0.575,-0.305,-0.357,0.269,0,0.224,0.000
452,400.982,1723712021.000,1723712021.000,400.982,-0.600,-1.475,-0.600,-0.350,0.268,0,0.000,0.089
453,400.861,1723712021.200,1723712021.200,400.861,-0.605,-0.025,-0.605,-0.367,0.267,0,0.000,0.167
454,400.759,1723712021.400,1723712021.400,400.759,-0.510,0.475,-0.510,-0.377,0.270,0,0.000,0.138
455,400.709,1723712021.600,1723712021.600,400.709,-0.250,1.300,-0.250,-0.371,0.265,0,0.000,0.000
456,400.707,1723712021.800,1723712021.800,400.707,-0.010,1.200,-0.010,-0.357,0.260,0,0.192,0.000
457,400.700,1723712022.000,1723712022.000,400.700,-0.035,-0.125,-0.035,-0.345,0.267,0,0.341,0.000
458,400.661,1723712022.200,1723712022.200,400.661,-0.195,-0.800,-0.195,-0.338,0.272,0,0.321,0.000
459,400.746,1723712022.400,1723712022.400,400.746,0.425,3.100,0.425,-0.321,0.264,0,0.908,0.000
460,400.778,1723712022.600,1723712022.600,400.778,0.160,-1.325,0.160,-0.291,0.295,0,1.182,0.000
461,400.841,1723712022.800,1723712022.800,400.841,0.315,0.775,0.315,-0.290,0.295,0,1.610,0.000
462,400.916,1723712023.000,1723712023.000,400.916,0.375,0.300,0.375,-0.274,0.314,0,2.071,0.000
463,400.936,1723712023.200,1723712023.200,400.936,0.100,-1.375,0.100,-0.243,0.330,0,2.216,0.000
464,401.003,1723712023.400,1723712023.400,401.003,0.335,1.175,0.335,-0.223,0.331,0,2.575,0.000
465,401.052,1723712023.600,1723712023.600,401.052,0.245,-0.450,0.245,-0.207,0.346,0,2.819,0.000
466,401.158,1723712023.800,1723712023.800,401.158,0.530,1.425,0.530,-0.200,0.353,0,3.338,0.000
467,401.268,1723712024.000,1723712024.000,401.268,0.550,0.100,0.550,-0.171,0.375,0,3.834,0.000
468,401.423,1723712024.200,1723712024.200,401.423,0.775,1.125,0.775,-0.144,0.396,0,4.515,0.000
469,401.506,1723712024.400,1723712024.400,401.506,0.415,-1.800,0.415,-0.089,0.405,0,4.776,0.000
470,401.547,1723712024.600,1723712024.600,401.547,0.205,-1.050,0.205,-0.050,0.395,0,4.794,0.000
471,401.515,1723712024.800,1723712024.800,401.515,-0.160,-1.825,-0.160,-0.018,0.376,0,4.426,0.000
472,401.586,1723712025.000,1723712025.000,401.586,0.355,2.575,0.355,-0.015,0.374,0,4.572,0.000
473,401.721,1723712025.200,1723712025.200,401.721,0.675,1.600,0.675,0.011,0.371,0,5.013,0.000
474,401.803,1723712025.400,1723712025.400,401.803,0.410,-1.325,0.410,0.038,0.389,0,5.151,0.000
475,401.824,1723712025.600,1723712025.600,401.824,0.105,-1.525,0.105,0.051,0.394,0,4.968,0.000
476,401.806,1723712025.800,1723712025.800,401.806,-0.090,-0.975,-0.090,0.074,0.375,0,4.579,0.000
