time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2024-08-15T12:15:29.80Z,49.4179445,13.3118847,454.636,0.59,-48.82,-4.12,72.419,54.045,3.63,270.68920,2.62517,3,4
2024-08-15T12:15:30.00Z,49.4179410,13.3117477,455.407,1.27,-48.23,-4.17,43.427,36.206,1.91,271.50950,1.62915,3,4
2024-08-15T12:15:30.40Z,49.4179346,13.3114753,456.860,1.35,-48.94,-4.48,36.295,32.780,1.69,271.57628,1.21448,3,4
2024-08-15T12:15:30.60Z,49.4179272,13.3113437,457.942,1.17,-48.74,-4.58,32.144,30.330,1.61,271.37410,1.14861,3,4
2024-08-15T12:15:30.80Z,49.4179188,13.3112146,459.170,1.01,-48.76,-4.79,28.941,28.493,1.53,271.19140,1.10294,3,4
2024-08-15T12:15:32.00Z,49.4179062,13.3104455,469.654,1.10,-48.72,-5.75,26.077,22.927,1.83,271.29864,1.94514,3,4
2024-08-15T12:15:32.20Z,49.4178966,13.3103039,470.886,1.15,-48.70,-6.05,25.294,22.250,1.55,271.35146,1.84482,3,4
2024-08-15T12:15:32.40Z,49.4178884,13.3101586,471.926,1.56,-49.13,-6.13,24.539,21.589,1.41,271.82146,1.80396,3,4
2024-08-15T12:15:32.60Z,49.4178837,13.3100129,472.927,1.94,-49.41,-6.02,23.879,21.007,1.28,272.24492,1.75214,3,4
2024-08-15T12:15:32.80Z,49.4178780,13.3098708,474.206,2.06,-49.46,-6.09,23.314,20.474,1.17,272.38502,1.73824,3,4
2024-08-15T12:15:33.00Z,49.4178772,13.3097279,475.321,2.27,-49.27,-5.94,21.234,18.570,1.01,272.63542,1.62725,3,5
2024-08-15T12:15:33.20Z,49.4178776,13.3095846,476.372,2.36,-49.29,-5.81,20.123,17.464,0.92,272.73706,1.54336,3,5
2024-08-15T12:15:33.40Z,49.4178787,13.3094449,477.503,2.33,-49.18,-5.90,19.295,16.628,0.94,272.71710,1.52400,3,5
2024-08-15T12:15:33.60Z,49.4178595,13.3093067,477.186,2.65,-48.93,-6.24,18.235,15.891,0.92,273.10424,1.31550,3,7
2024-08-15T12:15:33.80Z,49.4178452,13.3091659,476.916,2.52,-49.16,-6.26,17.304,15.259,0.90,272.93224,1.20921,3,7
2024-08-15T12:15:34.00Z,49.4178358,13.3090282,477.100,2.40,-49.08,-6.32,16.393,14.714,0.91,272.79622,1.10282,3,8
2024-08-15T12:15:34.20Z,49.4178326,13.3088908,477.323,2.57,-48.95,-6.53,15.611,14.290,0.90,273.00430,1.09256,3,8
2024-08-15T12:15:34.40Z,49.4178335,13.3087516,477.620,2.75,-48.83,-6.72,14.855,13.890,0.92,273.22918,1.04827,3,10
2024-08-15T12:15:34.60Z,49.4178343,13.3086136,478.148,2.80,-48.68,-6.74,14.209,13.526,0.94,273.29006,1.03734,3,10
2024-08-15T12:15:34.80Z,49.4178381,13.3084749,478.668,2.74,-49.01,-6.70,13.617,13.162,0.89,273.19970,0.96387,3,11
2024-08-15T12:15:35.00Z,49.4178423,13.3083374,479.230,2.48,-48.62,-6.93,13.100,12.828,0.86,272.91890,0.95906,3,11
2024-08-15T12:15:35.20Z,49.4178452,13.3082008,479.875,2.63,-48.67,-7.02,12.646,12.527,0.86,273.09804,0.94971,3,11
2024-08-15T12:15:35.40Z,49.4178482,13.3080646,480.671,2.50,-48.54,-7.20,12.264,12.257,0.88,272.95240,1.01366,3,11
2024-08-15T12:15:35.60Z,49.4178508,13.3079289,481.774,2.48,-48.48,-7.42,11.918,11.999,0.88,272.92706,1.00936,3,11
2024-08-15T12:15:35.80Z,49.4178558,13.3077948,482.563,2.08,-48.08,-7.48,11.603,11.762,0.87,272.48102,1.04556,3,13
2024-08-15T12:15:36.00Z,49.4178595,13.3076621,483.650,2.54,-48.21,-7.60,11.320,11.546,1.03,273.01996,1.21232,3,13
2024-08-15T12:15:36.20Z,49.4178648,13.3075296,484.528,2.45,-48.32,-7.69,11.075,11.364,0.97,272.90802,1.19932,3,13
2024-08-15T12:15:36.40Z,49.4178716,13.3073973,485.371,2.13,-47.83,-7.88,10.839,11.197,0.90,272.55190,1.14435,3,14
2024-08-15T12:15:36.60Z,49.4178786,13.3072639,486.237,2.11,-48.13,-7.87,10.525,11.013,0.82,272.50576,1.05466,3,15
2024-08-15T12:15:36.80Z,49.4178857,13.3071311,487.183,1.83,-47.94,-7.80,10.228,10.842,0.81,272.18060,1.05005,3,15
2024-08-15T12:15:37.00Z,49.4178921,13.3070000,487.801,1.91,-47.86,-7.92,9.949,10.684,0.80,272.28620,1.00907,3,13
2024-08-15T12:15:37.20Z,49.4178989,13.3068686,488.492,2.10,-47.71,-8.11,9.682,10.524,0.77,272.52080,0.94926,3,13
2024-08-15T12:15:37.40Z,49.4179073,13.3067361,489.204,2.20,-47.65,-8.20,9.425,10.370,0.75,272.63848,0.94221,3,13
2024-08-15T12:15:37.60Z,49.4179143,13.3066039,490.083,2.13,-47.32,-8.25,9.182,10.213,0.73,272.57700,0.90824,3,12
2024-08-15T12:15:37.80Z,49.4179207,13.3064715,491.043,2.17,-47.31,-8.14,8.937,10.059,0.71,272.62816,0.90043,3,13
2024-08-15T12:15:38.00Z,49.4179275,13.3063403,491.963,2.00,-47.23,-8.11,8.721,9.915,0.75,272.43030,0.91601,3,12
2024-08-15T12:15:38.20Z,49.4179326,13.3062095,493.044,1.98,-47.09,-8.08,8.512,9.780,0.79,272.40728,0.91170,3,13
2024-08-15T12:15:38.40Z,49.4179374,13.3060795,494.246,1.79,-46.76,-8.10,8.320,9.653,0.79,272.19698,0.91367,3,13
2024-08-15T12:15:38.60Z,49.4179422,13.3059495,495.358,1.72,-47.02,-7.89,8.151,9.534,0.77,272.09266,0.93131,3,13
2024-08-15T12:15:38.80Z,49.4179464,13.3058200,496.502,1.51,-46.77,-7.66,7.992,9.419,0.78,271.85290,0.97471,3,13
