time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2024-08-15T10:35:41.39Z,49.4187843,13.3231632,403.456,-0.19,-0.03,-0.11,171.626,236.817,2.35,0.00000,180.00000,3,8
2024-08-15T10:35:41.60Z,49.4187858,13.3231852,398.730,-0.10,0.05,0.03,100.403,125.814,0.91,0.00000,180.00000,3,9
2024-08-15T10:35:42.01Z,49.4188225,13.3232918,395.430,-0.09,0.22,0.09,65.534,82.468,0.90,0.00000,119.14720,3,11
2024-08-15T10:35:42.20Z,49.4188295,13.3233191,393.245,-0.09,0.00,0.12,53.552,67.159,0.65,0.00000,119.14768,3,11
2024-08-15T10:35:42.40Z,49.4188085,13.3232530,397.436,0.07,0.23,0.17,39.188,50.631,0.81,0.00000,119.14828,3,13
2024-08-15T10:35:42.60Z,49.4188019,13.3232363,399.206,-0.05,0.10,0.24,30.549,39.652,0.68,0.00000,119.14880,3,14
2024-08-15T10:35:42.80Z,49.4187997,13.3232307,400.560,0.03,0.07,0.14,24.726,32.160,0.63,0.00000,119.14926,3,14
2024-08-15T10:35:43.01Z,49.4188073,13.3232564,400.688,-0.01,0.05,0.14,21.796,28.001,0.52,0.00000,119.14966,3,13
2024-08-15T10:35:43.20Z,49.4188068,13.3232520,401.728,0.08,0.06,0.11,18.477,23.897,0.48,0.00000,119.15000,3,14
2024-08-15T10:35:43.40Z,49.4188070,13.3232525,402.152,0.11,0.05,0.02,15.963,20.749,0.32,0.00000,119.15026,3,14
2024-08-15T10:35:43.59Z,49.4188100,13.3232542,401.596,0.06,0.08,0.07,13.890,18.126,0.37,0.00000,119.15052,3,15
2024-08-15T10:35:43.79Z,49.4188085,13.3232490,402.219,0.09,0.00,0.13,12.276,16.125,0.34,0.00000,119.15078,3,15
2024-08-15T10:35:43.99Z,49.4188090,13.3232421,402.367,0.08,0.02,0.05,10.717,14.282,0.29,0.00000,119.15100,3,17
2024-08-15T10:35:44.20Z,49.4188102,13.3232391,402.359,0.26,0.08,0.06,9.526,12.825,0.21,15.27709,29.38465,3,17
2024-08-15T10:35:44.40Z,49.4188134,13.3232385,401.918,0.09,0.13,0.17,8.604,11.644,0.25,15.27709,29.38541,3,18
