time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2024-08-15T15:23:47.40Z,49.4183969,13.3231829,373.264,-1.54,-33.30,-0.46,84.179,102.777,5.42,267.35584,6.80747,3,4
2024-08-15T15:23:47.60Z,49.4183881,13.3230808,373.985,-1.70,-33.42,-0.52,58.182,60.337,3.75,267.08140,4.77872,3,4
2024-08-15T15:23:48.20Z,49.4183720,13.3228087,374.270,-1.86,-33.80,1.21,44.250,52.085,2.89,266.84334,3.70765,3,4
2024-08-15T15:23:48.40Z,49.4183727,13.3227087,373.460,-2.09,-33.90,1.34,40.378,48.430,2.81,266.46694,3.62476,3,4
2024-08-15T15:23:48.60Z,49.4183673,13.3226098,375.514,-1.82,-34.03,1.33,35.725,38.000,2.65,266.94130,3.37264,3,5
2024-08-15T15:23:48.80Z,49.4183630,13.3225133,376.984,-2.06,-34.40,1.53,33.509,32.131,2.59,266.57600,3.30922,3,5
2024-08-15T15:23:49.00Z,49.4183570,13.3224113,381.215,-1.38,-35.04,1.91,31.598,27.637,2.17,267.74738,2.69305,3,6
2024-08-15T15:23:49.20Z,49.4183524,13.3223109,385.198,-0.99,-35.82,1.72,29.865,24.009,1.89,268.41284,2.22781,3,6
2024-08-15T15:23:49.40Z,49.4183492,13.3222129,388.087,-0.79,-36.18,1.21,28.323,20.882,1.65,268.74254,1.97403,3,6
2024-08-15T15:23:49.60Z,49.4183442,13.3221165,390.748,-0.79,-36.70,1.21,26.815,18.525,1.42,268.75962,1.75976,3,6
2024-08-15T15:23:49.80Z,49.4183423,13.3220154,393.607,-0.47,-37.20,1.11,25.316,16.685,1.19,269.27002,1.52482,3,6
2024-08-15T15:23:50.00Z,49.4183434,13.3219104,395.287,-0.47,-37.08,1.20,23.736,15.249,1.06,269.27474,1.44412,3,6
2024-08-15T15:23:50.20Z,49.4183441,13.3218052,395.980,-0.26,-37.69,1.29,22.224,14.448,1.20,269.60050,1.48290,3,6
2024-08-15T15:23:50.40Z,49.4183426,13.3216991,396.688,-0.90,-37.57,0.99,20.808,13.739,1.22,268.63056,1.54805,3,6
2024-08-15T15:23:50.60Z,49.4183402,13.3215909,397.291,-0.79,-37.95,1.24,19.468,13.108,1.23,268.80018,1.50034,3,6
2024-08-15T15:23:50.80Z,49.4183356,13.3214867,397.674,-0.96,-38.44,1.48,18.558,12.648,1.35,268.57548,1.58553,3,6
2024-08-15T15:23:51.00Z,49.4183311,13.3213791,397.792,-0.98,-38.58,1.32,17.847,12.305,1.44,268.54596,1.73128,3,6
2024-08-15T15:23:51.20Z,49.4183261,13.3212698,397.941,-1.41,-38.97,1.00,17.201,11.997,1.45,267.92072,1.75809,3,6
2024-08-15T15:23:51.40Z,49.4183235,13.3211589,398.064,-1.16,-38.87,0.71,16.621,11.640,1.41,268.29054,1.61712,3,6
2024-08-15T15:23:51.60Z,49.4183193,13.3210499,398.386,-1.48,-39.11,0.57,16.208,11.302,1.51,267.82582,1.63782,3,6
2024-08-15T15:23:51.80Z,49.4183193,13.3209300,398.635,-1.22,-39.85,0.51,15.468,10.951,1.24,268.24102,1.46385,3,6
2024-08-15T15:23:52.00Z,49.4183213,13.3208077,398.802,-0.75,-40.06,0.41,14.574,10.571,1.09,268.92646,1.27373,3,6
2024-08-15T15:23:52.20Z,49.4183172,13.3206943,399.204,-1.36,-40.15,0.62,14.214,10.284,1.37,268.05962,1.53743,3,6
2024-08-15T15:23:52.40Z,49.4183118,13.3205844,399.335,-1.23,-40.09,0.35,13.992,10.122,1.64,268.24816,1.77771,3,6
2024-08-15T15:23:52.60Z,49.4183061,13.3204773,399.258,-1.06,-40.06,0.55,13.810,9.991,1.76,268.48258,1.77512,3,6
2024-08-15T15:23:52.80Z,49.4183021,13.3203654,399.506,-1.37,-40.66,0.40,13.593,9.760,1.80,268.06838,1.75181,3,6
2024-08-15T15:23:53.00Z,49.4182990,13.3202517,399.721,-1.06,-40.97,0.32,13.275,9.516,1.66,268.51992,1.65039,3,6
2024-08-15T15:23:53.20Z,49.4182959,13.3201366,399.880,-1.33,-41.19,0.14,12.985,9.331,1.61,268.15176,1.74510,3,6
2024-08-15T15:23:53.40Z,49.4182931,13.3200211,400.285,-0.78,-41.32,0.04,12.703,9.130,1.50,268.92006,1.55855,3,6
2024-08-15T15:23:53.60Z,49.4182844,13.3199162,400.304,-0.89,-42.21,0.03,12.225,9.015,1.29,268.79226,1.41101,3,7
2024-08-15T15:23:53.80Z,49.4182761,13.3198100,400.323,-1.38,-41.66,-0.26,11.800,8.917,1.29,268.09678,1.51630,3,7
2024-08-15T15:23:54.00Z,49.4182675,13.3197023,400.319,-1.97,-41.74,-0.07,11.421,8.807,1.23,267.29688,1.36432,3,7
2024-08-15T15:23:54.20Z,49.4182602,13.3195915,400.318,-1.42,-42.38,0.26,11.135,8.708,1.35,268.08668,1.41473,3,7
2024-08-15T15:23:54.40Z,49.4182523,13.3194818,400.291,-2.31,-41.91,0.15,10.858,8.629,1.36,266.84836,1.55849,3,7
2024-08-15T15:23:54.60Z,49.4182415,13.3193770,400.301,-1.67,-42.43,-0.16,10.430,8.533,1.32,267.74396,1.39853,3,8
2024-08-15T15:23:54.80Z,49.4182332,13.3192649,400.612,-1.28,-43.40,-0.28,10.044,8.394,1.23,268.31462,1.31177,3,8
2024-08-15T15:23:55.00Z,49.4182272,13.3191493,401.068,-0.47,-43.67,-0.74,9.727,8.269,1.34,269.38870,1.33519,3,8
2024-08-15T15:23:55.20Z,49.4182216,13.3190331,401.418,-0.49,-44.26,-1.23,9.448,8.149,1.42,269.37028,1.36243,3,8
2024-08-15T15:23:55.40Z,49.4182160,13.3189164,402.081,-0.10,-44.09,-1.70,9.188,8.024,1.37,269.87296,1.36177,3,8
2024-08-15T15:23:55.60Z,49.4182117,13.3187953,402.747,-0.57,-45.04,-1.81,8.946,7.872,1.41,269.28106,1.50516,3,8
2024-08-15T15:23:55.80Z,49.4182068,13.3186733,403.573,-0.47,-45.02,-1.82,8.723,7.738,1.39,269.40536,1.48187,3,8
2024-08-15T15:23:56.00Z,49.4182006,13.3185556,404.286,-0.77,-43.97,-2.02,8.519,7.598,1.36,268.99864,1.28703,3,8
2024-08-15T15:23:56.20Z,49.4181952,13.3184388,404.693,-0.51,-44.42,-1.99,8.352,7.523,1.41,269.34752,1.32918,3,8
2024-08-15T15:23:56.40Z,49.4181904,13.3183181,405.166,-0.19,-45.54,-1.82,8.196,7.437,1.40,269.75794,1.18915,3,8
2024-08-15T15:23:56.60Z,49.4181859,13.3181958,405.574,-0.17,-46.05,-1.88,8.056,7.369,1.42,269.78946,1.28186,3,8
2024-08-15T15:23:56.80Z,49.4181818,13.3180742,406.291,0.50,-45.50,-2.34,7.926,7.303,1.43,270.62772,1.28965,3,8
2024-08-15T15:23:57.00Z,49.4181787,13.3179526,406.766,0.32,-45.66,-2.36,7.809,7.245,1.44,270.40452,1.29323,3,8
